EMPSTATUS,SEX_F,EDUC_LEVEL,MARITAL,RESIDENCE,AGE_GROUP,MINORITY,DISABLED,WTFINL
Employed,Male,Primary,Married,Urban,36-40,0,No difficulty,2249.2174
Employed,Male,Secondary,Single,Urban,41-64,1,No difficulty,1397.3093
Unemployed,Female,Higher,Married,Urban,41-64,0,No difficulty,1530.4976
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1743.0666
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,2324.1797
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,2505.469
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,2324.1797
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1530.4976
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1669.3544
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,2352.4454
Employed,Male,Higher,Single,Urban,41-64,1,No difficulty,1397.3093
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,2207.6016
Employed,Male,Secondary,Married,Urban,16-24,0,No difficulty,2505.469
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,2150.4738
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,1486.2378
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,1611.4193
Inactive,Female,Higher,Single,Urban,16-24,1,No difficulty,2154.7893
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,2183.3828
Employed,Female,Secondary,Single,Urban,25-35,1,No difficulty,2183.3828
Employed,Male,Higher,Single,Urban,41-64,1,No difficulty,1378.8899
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,1611.4193
Employed,Female,Secondary,Married,Urban,41-64,1,No difficulty,1511.272
Inactive,Male,Secondary,Single,Urban,16-24,1,No difficulty,2058.2807
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1397.3093
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,1476.3819
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1593.8088
Inactive,Female,Secondary,Single,Urban,16-24,1,No difficulty,2154.7893
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1351.7099
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,1471.7613
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,1486.2378
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,2019.3821
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1424.496
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,1565.271
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1647.7019
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,1669.3544
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,1772.5845
Inactive,Female,Secondary,Married,Urban,36-40,0,No difficulty,1783.0704
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,1530.4976
Employed,Male,Higher,Married,Urban,41-64,0,Disabled,1743.0666
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,1424.496
Inactive,Male,Higher,Single,Urban,41-64,0,No difficulty,1545.6036
Unemployed,Female,Secondary,Single,Urban,36-40,0,No difficulty,1941.433
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,1533.1853
Inactive,Male,Secondary,Single,Urban,16-24,0,No difficulty,2301.0981
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,2241.0859
Inactive,Female,Secondary,Single,Rural,25-35,1,No difficulty,3679.8366
Inactive,Female,Higher,Single,Rural,25-35,1,No difficulty,3679.8366
Inactive,Male,Primary,Single,Rural,41-64,0,No difficulty,5324.524
Employed,Female,Secondary,Married,Rural,41-64,0,No difficulty,5021.0308000000005
Employed,Male,Higher,Married,Rural,41-64,1,No difficulty,4173.4253
Employed,Male,Secondary,Single,Rural,36-40,0,No difficulty,6248.9518
Employed,Female,Secondary,Single,Rural,25-35,0,No difficulty,5289.4676
Employed,Male,Higher,Single,Rural,36-40,1,No difficulty,5667.1485
Employed,Male,Higher,Single,Rural,25-35,1,No difficulty,7204.0425
Employed,Female,Higher,Single,Rural,25-35,0,No difficulty,5964.6509
Employed,Female,Secondary,Single,Rural,41-64,1,No difficulty,4854.9483
Employed,Male,Secondary,Married,Rural,41-64,0,No difficulty,5015.06
Inactive,Female,Secondary,Married,Rural,41-64,0,No difficulty,5622.9334
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4103.2085
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,4325.8875
Employed,Male,Secondary,Married,Urban,36-40,1,No difficulty,5382.3616
Inactive,Female,Secondary,Married,Urban,36-40,0,No difficulty,5114.2452
Employed,Male,Secondary,Single,Urban,41-64,0,No difficulty,5056.9548
Employed,Female,Primary,Married,Urban,41-64,0,No difficulty,4341.494
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5426.0497
Unemployed,Female,Secondary,Single,Urban,16-24,0,No difficulty,6122.5008
Inactive,Male,Primary,Married,Urban,41-64,0,No difficulty,4574.6642
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,4768.7127
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,4655.098
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,5641.6046
Inactive,Male,Secondary,Married,Urban,25-35,0,No difficulty,5105.5619
Inactive,Male,Secondary,Single,Urban,36-40,0,Disabled,6269.8417
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,4316.6015
Inactive,Male,Secondary,Single,Urban,36-40,0,No difficulty,4976.5333
Inactive,Male,Secondary,Single,Urban,36-40,0,No difficulty,4976.5333
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3968.0532
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,4140.0402
Inactive,Female,Secondary,Single,Urban,41-64,0,No difficulty,4873.4053
Inactive,Female,Secondary,Single,Urban,16-24,0,No difficulty,5856.8487
Inactive,Female,Secondary,Single,Urban,16-24,0,Disabled,6202.8345
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,3871.9349
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4140.0402
Employed,Male,Higher,Single,Urban,16-24,0,No difficulty,5512.7837
Employed,Male,Higher,Married,Urban,25-35,1,No difficulty,4565.7038
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4589.8121
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4422.1374
Inactive,Female,Higher,Single,Urban,16-24,0,No difficulty,5874.9497
Inactive,Male,Secondary,Married,Urban,36-40,1,No difficulty,3774.5891
Employed,Female,Secondary,Married,Urban,36-40,1,No difficulty,4392.3129
Inactive,Male,Secondary,Single,Urban,25-35,0,No difficulty,5320.0992
Inactive,Male,Secondary,Married,Urban,41-64,1,No difficulty,4993.1154
Inactive,Female,Secondary,Married,Urban,41-64,1,No difficulty,3858.7148
Inactive,Female,Secondary,Single,Urban,25-35,1,No difficulty,3512.2733
Employed,Male,Secondary,Married,Urban,36-40,1,No difficulty,5169.7183000000005
Employed,Female,Secondary,Married,Urban,36-40,1,No difficulty,4709.1776
Employed,Female,Higher,Married,Urban,36-40,1,No difficulty,4192.3066
Employed,Male,Higher,Married,Urban,36-40,1,No difficulty,4156.2871
Employed,Female,Higher,Single,Urban,16-24,1,No difficulty,4389.7164
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,4841.3274
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,4808.31
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4928.5667
Inactive,Female,Secondary,Single,Urban,41-64,0,Disabled,3954.8303
Inactive,Female,Primary,Married,Urban,25-35,0,No difficulty,5413.4977
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,4246.6137
Inactive,Male,Primary,Single,Urban,16-24,0,Disabled,3871.9349
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,4846.6654
Unemployed,Male,Primary,Single,Urban,16-24,0,No difficulty,4571.3923
Employed,Male,Primary,Single,Urban,16-24,0,No difficulty,4571.3923
Employed,Male,Primary,Single,Urban,25-35,0,No difficulty,5061.4748
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4394.6418
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4263.3298
Unemployed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4846.6654
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,5176.0859
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4161.719
Employed,Male,Secondary,Single,Urban,41-64,1,No difficulty,4918.4044
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4147.4091
Employed,Male,Higher,Single,Urban,25-35,1,No difficulty,6123.9185
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,6981.191
Inactive,Male,Secondary,Single,Urban,41-64,0,Disabled,4564.9748
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,4246.6137
Employed,Female,Secondary,Single,Urban,41-64,0,Disabled,3771.8908
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,5718.2105
Employed,Female,Higher,Married,Urban,36-40,1,No difficulty,4835.0497
Employed,Male,Higher,Married,Urban,36-40,1,No difficulty,5378.7978
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,4362.3398
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4367.5334
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5033.6656
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5033.6656
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,5590.1541
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,3830.7564
Inactive,Female,Higher,Married,Urban,41-64,1,Disabled,5117.9941
Inactive,Male,Secondary,Single,Urban,16-24,1,No difficulty,4443.2872
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,5035.9765
Inactive,Female,Higher,Married,Urban,41-64,1,No difficulty,4706.3455
Inactive,Male,Higher,Married,Urban,41-64,1,No difficulty,4591.511
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,3338.2589
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4536.5144
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,5060.6754
Employed,Male,Secondary,Single,Urban,41-64,1,Disabled,4905.4994
Employed,Male,Higher,Single,Urban,16-24,1,No difficulty,5890.011
Inactive,Female,Secondary,Single,Urban,25-35,1,No difficulty,7297.3262
Inactive,Male,Secondary,Single,Urban,16-24,0,Disabled,4571.3923
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4873.4053
Employed,Male,Higher,Single,Urban,36-40,0,No difficulty,5517.8694
Inactive,Male,Higher,Single,Urban,25-35,1,No difficulty,4565.7038
Inactive,Male,Higher,Single,Urban,25-35,0,No difficulty,5017.436
Employed,Male,Secondary,Single,Urban,25-35,1,No difficulty,6123.9185
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,5435.8644
Employed,Male,Secondary,Single,Urban,25-35,1,No difficulty,5690.9368
Employed,Male,Higher,Single,Urban,41-64,1,No difficulty,3798.874
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3993.0012
Inactive,Female,Secondary,Married,Urban,41-64,0,Disabled,4618.6693
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4132.8355
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4259.0052
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4230.964
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,4487.3776
Inactive,Female,Higher,Single,Urban,25-35,0,No difficulty,4820.5384
Inactive,Male,Secondary,Single,Urban,25-35,1,No difficulty,6123.9185
Inactive,Female,Primary,Single,Urban,36-40,1,No difficulty,5986.1194
Inactive,Male,Secondary,Single,Urban,25-35,1,Disabled,5690.9368
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,4779.6919
Employed,Female,Higher,Single,Urban,36-40,0,No difficulty,5167.5507
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,4246.6137
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5061.4748
Employed,Male,Primary,Single,Urban,41-64,0,No difficulty,5200.4118
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,3871.9349
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4246.6137
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,4147.4091
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,4820.5384
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4422.1374
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4422.1374
Employed,Female,Higher,Single,Urban,41-64,0,No difficulty,4194.5295
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,4463.6014
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,4840.4141
Employed,Female,Secondary,Married,Urban,25-35,0,No difficulty,4840.4141
Employed,Male,Secondary,Married,Urban,25-35,0,No difficulty,4463.6014
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4706.3455
Employed,Female,Higher,Single,Urban,16-24,0,No difficulty,5156.4159
Inactive,Female,Secondary,Married,Urban,41-64,1,No difficulty,4634.3774
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,3512.6536
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3972.643
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4964.1458
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3954.8303
Employed,Male,Higher,Single,Urban,41-64,1,No difficulty,4344.2523
Employed,Female,Higher,Single,Urban,36-40,0,Disabled,4651.9959
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4194.9837
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,5664.9111
Inactive,Female,Secondary,Married,Urban,25-35,0,No difficulty,5167.5507
Inactive,Male,Secondary,Married,Urban,41-64,0,No difficulty,4433.557
Inactive,Female,Secondary,Married,Urban,41-64,0,No difficulty,3787.7759
Employed,Female,Higher,Single,Urban,36-40,1,No difficulty,4601.3628
Employed,Female,Higher,Single,Urban,36-40,1,No difficulty,4601.3628
Employed,Male,Higher,Married,Urban,41-64,0,Disabled,4433.557
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4779.6919
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3954.8303
Employed,Male,Higher,Single,Urban,25-35,0,No difficulty,4831.521
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4394.6418
Unemployed,Male,Higher,Married,Urban,41-64,0,No difficulty,4272.99
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,5017.436
Unemployed,Female,Higher,Single,Urban,25-35,0,No difficulty,5435.8644
Employed,Male,Higher,Single,Urban,36-40,1,No difficulty,4192.9492
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,3951.9491
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4830.7579
Employed,Male,Secondary,Single,Urban,25-35,0,No difficulty,4789.4829
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5262.3259
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5262.3259
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,4872.5885
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3972.643
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4069.6374
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4078.8588
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4078.8588
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4428.9208
Employed,Female,Higher,Single,Urban,25-35,1,No difficulty,3679.8366
Employed,Male,Higher,Married,Urban,36-40,1,Disabled,4476.8453
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,6121.5434
Inactive,Male,Secondary,Single,Urban,41-64,1,Disabled,4905.4994
Employed,Male,Secondary,Single,Urban,16-24,1,No difficulty,5266.108
Employed,Male,Secondary,Married,Urban,41-64,1,No difficulty,3798.874
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,3612.5608
Inactive,Female,Higher,Married,Urban,41-64,1,Disabled,5943.2483
Employed,Male,Secondary,Single,Urban,25-35,1,No difficulty,4455.1753
Inactive,Male,Secondary,Single,Urban,41-64,0,No difficulty,4846.6654
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4272.99
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4394.6418
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,5200.4118
Inactive,Male,Primary,Single,Urban,16-24,0,No difficulty,3871.9349
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4263.3298
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4564.9748
Employed,Female,Secondary,Married,Urban,36-40,0,No difficulty,4873.4053
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4143.0585
Employed,Female,Primary,Single,Urban,16-24,0,No difficulty,6202.8345
Employed,Female,Higher,Married,Urban,25-35,0,No difficulty,5435.8644
Employed,Male,Higher,Married,Urban,25-35,0,No difficulty,4422.1374
Employed,Female,Secondary,Single,Urban,41-64,0,Disabled,4428.9208
Inactive,Female,Higher,Single,Urban,41-64,0,No difficulty,3951.9491
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,3968.0532
Employed,Female,Secondary,Single,Urban,41-64,1,No difficulty,6121.5434
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4424.9187
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,4222.0683
Employed,Female,Secondary,Single,Urban,25-35,0,No difficulty,5143.533
Employed,Female,Higher,Single,Urban,25-35,0,No difficulty,5536.1228
Inactive,Female,None,Single,Urban,16-24,0,Disabled,5670.3463
Inactive,Female,Higher,Single,Urban,25-35,1,No difficulty,6242.9023
Employed,Male,Secondary,Single,Urban,36-40,0,No difficulty,5069.7719
Employed,Male,Higher,Single,Urban,36-40,0,No difficulty,5517.8694
Inactive,Female,Higher,Single,Urban,41-64,0,Disabled,3771.8908
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,4873.4053
Inactive,Female,None,Single,Urban,16-24,0,No difficulty,5856.8487
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,4626.4709
Employed,Female,Higher,Married,Urban,36-40,1,No difficulty,5168.6665
Employed,Male,Higher,Married,Urban,36-40,1,No difficulty,4344.2523
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,5200.4118
Employed,Female,Higher,Married,Urban,41-64,0,No difficulty,4143.0585
Inactive,Female,Primary,Single,Urban,16-24,0,No difficulty,6202.8345
Employed,Female,Secondary,Single,Urban,41-64,0,No difficulty,3888.0449
Inactive,Male,Secondary,Single,Urban,25-35,0,No difficulty,5061.4748
Employed,Female,Higher,Single,Urban,41-64,0,Disabled,4140.0402
Employed,Male,Higher,Single,Urban,41-64,0,No difficulty,4846.6654
Employed,Female,Secondary,Married,Urban,41-64,0,No difficulty,4639.7131
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5200.4118
Inactive,Male,Primary,Married,Urban,36-40,0,No difficulty,4936.4491
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,4140.0402
Employed,Male,Higher,Married,Urban,41-64,1,No difficulty,4544.4784
Inactive,Female,Higher,Married,Urban,41-64,0,No difficulty,4589.8121
Inactive,Male,Primary,Single,Urban,16-24,1,No difficulty,5266.108
Unemployed,Male,Primary,Married,Urban,41-64,0,No difficulty,4189.8097
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,3976.2555
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5033.6656
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5033.6656
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,5590.1541
Employed,Female,Secondary,Single,Urban,16-24,0,No difficulty,5590.1541
Employed,Female,Primary,Married,Urban,41-64,0,No difficulty,4891.0972
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5513.5203
Employed,Male,Secondary,Single,Urban,16-24,0,No difficulty,5033.6656
Inactive,Female,Primary,Married,Urban,41-64,0,No difficulty,4367.5334
Employed,Male,Primary,Married,Urban,41-64,0,No difficulty,5513.5203
Employed,Male,Secondary,Married,Urban,41-64,0,No difficulty,4236.7555
Inactive,Male,Higher,Single,Urban,41-64,0,No difficulty,4078.8588
Employed,Female,Higher,Married,Urban,41-64,1,No difficulty,4933.8427
Employed,Male,Higher,Married,Urban,41-64,0,No difficulty,4078.8588
